row_type	requirement_id	feedback_id	description	mapped_evidence_ids	exact_route_or_gap	implementation_artifact_or_source	decision_use_receipt	trace_status	gap_or_next_action
requirement	SR-050		DONEは成果物存在だけでなく非空・QA・coverage・completion criteriaを満たした時だけ許可する	"[""SP103-EV-001"", ""SP103-EV-003"", ""SP103-EV-044"", ""SP103-EV-055"", ""SP103-EV-063"", ""SP103-EV-064"", ""SP103-EV-065"", ""SP103-EV-066""]"	SP103-EV-001; SP103-EV-003; SP103-EV-044; SP103-EV-055; SP103-EV-063; SP103-EV-064; SP103-EV-065; SP103-EV-066; registry/QA lock is explicit; downstream final appraisal remains gate-blocked	outputs/derived/sp103_speed_evidence_universe.tsv;outputs/derived/sp103_inference_method_universe.json;docs/state/speed_task_registry.tsv	SP-103 universe classification; not final player rating; downstream use remains gate-controlled	GOVERNANCE_LOCK_MEASURED	retain explicit gap/negative finding and rerun independent QA before SP-079
requirement	SR-051		旧2026-08-05 all-missing-data taskのspeed項目を子要件へマッピングし、後続成果で代替済みか未完か明示する	"[""SP103-EV-031"", ""SP103-EV-032"", ""SP103-EV-033"", ""SP103-EV-041"", ""SP103-EV-043""]"	SP103-EV-031; SP103-EV-032; SP103-EV-033; SP103-EV-041; SP103-EV-043; mapped evidence/route is explicit and direct promotion is prohibited	outputs/derived/sp103_speed_evidence_universe.tsv;outputs/derived/sp103_inference_method_universe.json;docs/state/speed_task_registry.tsv	SP-103 universe classification; not final player rating; downstream use remains gate-controlled	TRACED_IMPLEMENTATION_OR_CONTEXT	retain explicit gap/negative finding and rerun independent QA before SP-079
requirement	SR-052		official scouting / pinch-runner usage / defensive straight-line chase speed等、過去に言及した補助証拠の実施/不要/blockedを明示する	"[""SP103-EV-005"", ""SP103-EV-010"", ""SP103-EV-031"", ""SP103-EV-033"", ""SP103-EV-034"", ""SP103-EV-041"", ""SP103-EV-042"", ""SP103-EV-043""]"	SP103-EV-005; SP103-EV-010; SP103-EV-031; SP103-EV-033; SP103-EV-034; SP103-EV-041; SP103-EV-042; SP103-EV-043; mapped evidence/gap is explicit; no silent completion claim	outputs/derived/sp103_speed_evidence_universe.tsv;outputs/derived/sp103_inference_method_universe.json;docs/state/speed_task_registry.tsv	SP-103 universe classification; not final player rating; downstream use remains gate-controlled	BOUNDED_GAP_OR_NEGATIVE_FINDING	retain explicit gap/negative finding and rerun independent QA before SP-079
requirement	SR-053		翌年再現性・翌年予測力を、一年ごとの能力査定の材料採否・component weight・縮小強度・最終点の直接根拠に使わない。同時点の測定信頼性・sample誤差とは明確に区別する	"[""SP103-EV-050"", ""SP103-EV-058""]"	SP103-EV-050; SP103-EV-058; mapped evidence/gap is explicit; no silent completion claim	outputs/derived/sp103_speed_evidence_universe.tsv;outputs/derived/sp103_inference_method_universe.json;docs/state/speed_task_registry.tsv	SP-103 universe classification; not final player rating; downstream use remains gate-controlled	BOUNDED_GAP_OR_NEGATIVE_FINDING	retain explicit gap/negative finding and rerun independent QA before SP-079
requirement	SR-054		年度能力は基本的にその年の情報で査定し、過去実績を全員へ自動混合しない。過去情報は少出場・故障・明らかな下振れ・測定時点補完等の明示された理由がある場合にのみ使い、時点と重みの根拠を保存する	"[""SP103-EV-022"", ""SP103-EV-023"", ""SP103-EV-024"", ""SP103-EV-025"", ""SP103-EV-028"", ""SP103-EV-038""]"	SP103-EV-022; SP103-EV-023; SP103-EV-024; SP103-EV-025; SP103-EV-028; SP103-EV-038; mapped evidence/route is explicit and direct promotion is prohibited	outputs/derived/sp103_speed_evidence_universe.tsv;outputs/derived/sp103_inference_method_universe.json;docs/state/speed_task_registry.tsv	SP-103 universe classification; not final player rating; downstream use remains gate-controlled	TRACED_IMPLEMENTATION_OR_CONTEXT	retain explicit gap/negative finding and rerun independent QA before SP-079
requirement	SR-055		計測方式不明・時点不明・交絡あり・主観的・context-only等「不完全」であることだけを理由に方向性のある証拠を0情報へしない。変換不能と証拠自体の無価値を分離し、range/confidence/downweightで保持する	"[""SP103-EV-002"", ""SP103-EV-006"", ""SP103-EV-007"", ""SP103-EV-008"", ""SP103-EV-011"", ""SP103-EV-014"", ""SP103-EV-034"", ""SP103-EV-035"", ""SP103-EV-040"", ""SP103-EV-058""]"	SP103-EV-002; SP103-EV-006; SP103-EV-007; SP103-EV-008; SP103-EV-011; SP103-EV-014; SP103-EV-034; SP103-EV-035; SP103-EV-040; SP103-EV-058; mapped evidence/gap is explicit; no silent completion claim	outputs/derived/sp103_speed_evidence_universe.tsv;outputs/derived/sp103_inference_method_universe.json;docs/state/speed_task_registry.tsv	SP-103 universe classification; not final player rating; downstream use remains gate-controlled	BOUNDED_GAP_OR_NEGATIVE_FINDING	retain explicit gap/negative finding and rerun independent QA before SP-079
requirement	SR-056		少サンプルは観測値の不存在ではない。固定機会数・打席数閾値だけで観測済み証拠をnullへ落とさず、統計量が定義可能ならposterior shrinkage・interval・confidenceで不確実性を表す	"[""SP103-EV-007"", ""SP103-EV-014"", ""SP103-EV-044"", ""SP103-EV-058"", ""SP103-EV-060""]"	SP103-EV-007; SP103-EV-014; SP103-EV-044; SP103-EV-058; SP103-EV-060; mapped evidence/gap is explicit; no silent completion claim	outputs/derived/sp103_speed_evidence_universe.tsv;outputs/derived/sp103_inference_method_universe.json;docs/state/speed_task_registry.tsv	SP-103 universe classification; not final player rating; downstream use remains gate-controlled	BOUNDED_GAP_OR_NEGATIVE_FINDING	retain explicit gap/negative finding and rerun independent QA before SP-079
requirement	SR-057		proxyの採否・交絡調整を、別の混合proxy（UBR等）やPowerProとの相関が上がるかだけで決めない。年度査定ではsame-time construct validity・直接身体証拠・二重計上リスクを優先する	"[""SP103-EV-011"", ""SP103-EV-013"", ""SP103-EV-015"", ""SP103-EV-016"", ""SP103-EV-018"", ""SP103-EV-054""]"	SP103-EV-011; SP103-EV-013; SP103-EV-015; SP103-EV-016; SP103-EV-018; SP103-EV-054; mapped evidence/gap is explicit; no silent completion claim	outputs/derived/sp103_speed_evidence_universe.tsv;outputs/derived/sp103_inference_method_universe.json;docs/state/speed_task_registry.tsv	SP-103 universe classification; not final player rating; downstream use remains gate-controlled	BOUNDED_GAP_OR_NEGATIVE_FINDING	retain explicit gap/negative finding and rerun independent QA before SP-079
requirement	SR-058		negative finding・除外判定は検証した問い/変換/レーンの範囲に限定し、隣接する別用途まで無効化しない。全除外理由をspeed_exclusion_reason_ledger.tsvへ記録し、再評価必要行が残る間はowner review/Gateを閉じない	"[""SP103-EV-009"", ""SP103-EV-010"", ""SP103-EV-016"", ""SP103-EV-030"", ""SP103-EV-058"", ""SP103-EV-061"", ""SP103-EV-062""]"	SP103-EV-009; SP103-EV-010; SP103-EV-016; SP103-EV-030; SP103-EV-058; SP103-EV-061; SP103-EV-062; mapped evidence/gap is explicit; no silent completion claim	outputs/derived/sp103_speed_evidence_universe.tsv;outputs/derived/sp103_inference_method_universe.json;docs/state/speed_task_registry.tsv	SP-103 universe classification; not final player rating; downstream use remains gate-controlled	BOUNDED_GAP_OR_NEGATIVE_FINDING	retain explicit gap/negative finding and rerun independent QA before SP-079
requirement	SR-059		収集済みProspiは全てProspi A（スマホアプリ版）でありPowerPro stale/odd QAには使用しない。rawは保持する。コンソール版ProspiはPowerProとほぼ同等で独立情報にならないため追加収集しない。SR-027/SR-028/SR-029の実行前提をsupersedeする	"[""SP103-EV-029"", ""SP103-EV-030""]"	SP103-EV-029; SP103-EV-030; mapped evidence/gap is explicit; no silent completion claim	outputs/derived/sp103_speed_evidence_universe.tsv;outputs/derived/sp103_inference_method_universe.json;docs/state/speed_task_registry.tsv	SP-103 universe classification; not final player rating; downstream use remains gate-controlled	BOUNDED_GAP_OR_NEGATIVE_FINDING	retain explicit gap/negative finding and rerun independent QA before SP-079
requirement	SR-060		The Showのcross-time numeric bridgeは採用しない。年度査定のcurrent-year原則と、加齢・故障・移籍によるtemporal confounding回避のため。same-time numeric bridgeがNOT_IDENTIFIABLEであることと併せ、The Showを数値変換の経路としては使わない。ただしThe Show raw / context evidence自体は保持する	"[""SP103-EV-019"", ""SP103-EV-020"", ""SP103-EV-021"", ""SP103-EV-026"", ""SP103-EV-027"", ""SP103-EV-028""]"	SP103-EV-019; SP103-EV-020; SP103-EV-021; SP103-EV-026; SP103-EV-027; SP103-EV-028; mapped evidence/route is explicit and direct promotion is prohibited	outputs/derived/sp103_speed_evidence_universe.tsv;outputs/derived/sp103_inference_method_universe.json;docs/state/speed_task_registry.tsv	SP-103 universe classification; not final player rating; downstream use remains gate-controlled	TRACED_IMPLEMENTATION_OR_CONTEXT	retain explicit gap/negative finding and rerun independent QA before SP-079
requirement	SR-061		PowerProを経由しないNPB+ raw speed integrationを設計する。same-time physical construct・measurement reliability・exposure/sample error・temporal proximityからlatent speedへ統合し、PowerProラベルおよび翌年再現性をweightや採否に使わない。完成までfinal practical reappraisalでPowerPro-mapped NPB+ blendをfinal値として使わない	"[""SP103-EV-001"", ""SP103-EV-003"", ""SP103-EV-044"", ""SP103-EV-048"", ""SP103-EV-056"", ""SP103-EV-059""]"	SP103-EV-001; SP103-EV-003; SP103-EV-044; SP103-EV-048; SP103-EV-056; SP103-EV-059; mapped evidence/route is explicit and direct promotion is prohibited	outputs/derived/sp103_speed_evidence_universe.tsv;outputs/derived/sp103_inference_method_universe.json;docs/state/speed_task_registry.tsv	SP-103 universe classification; not final player rating; downstream use remains gate-controlled	TRACED_IMPLEMENTATION_OR_CONTEXT	retain explicit gap/negative finding and rerun independent QA before SP-079
owner_feedback	SR-007;SP-101 powerpro_label_absent_from_physical_path	OF-001	PowerProの既存値へ合わせに行かず、独立査定後のQA/文脈として使う	"[""SP103-EV-027"", ""SP103-EV-049"", ""SP103-EV-059""]"	PowerPro is context and excluded from physical teacher path	outputs/derived/sp103_owner_feedback_seed_20260823.tsv;outputs/derived/sp103_inference_method_universe.json	PowerPro current labelを除いてもphysical pathが成立し、最終値をPowerProへ自動修正する処理がない	TRACED_LOCKED	REQUIRES_SP103_TRACE; no owner verdict captured by SP-103
owner_feedback	SR-002	OF-002	走力は盗塁技術・走塁判断とは分離し、純粋な野球上の足の速さを先に査定する	"[""SP103-EV-011"", ""SP103-EV-017"", ""SP103-EV-021"", ""SP103-EV-049""]"	technique/context fields are separate from physical estimate	outputs/derived/sp103_owner_feedback_seed_20260823.tsv;outputs/derived/sp103_inference_method_universe.json	盗塁/走塁技術由来フィールドを除去してphysical estimateが成立し、技術系は別レーン/得能へ残る	TRACED_LOCKED	REQUIRES_SP103_TRACE; no owner verdict captured by SP-103
owner_feedback	SR-008;SP-007;SP-017	OF-003	最高速度だけでなく加速・短距離・一塁到達・T90等を使う	"[""SP103-EV-001"", ""SP103-EV-002"", ""SP103-EV-004"", ""SP103-EV-007"", ""SP103-EV-008"", ""SP103-EV-055"", ""SP103-EV-062""]"	top-speed availability and acceleration-shape gap are measured; final-appraisal preflight remains pending	outputs/derived/sp103_owner_feedback_seed_20260823.tsv;outputs/derived/sp103_inference_method_universe.json	final-appraisal preflightでtop-speed単独支配をablationし、加速/短距離laneの利用可否を全100人で明示	TRACED_GAP_RECORDED	REQUIRES_SP103_TRACE; no owner verdict captured by SP-103
owner_feedback	SR-004;SR-055;EX-020/021/023/025	OF-004	直接T90、電子/光電管30m・50m、Sprint Speed、古いプロフィール50m、H2F等を証拠階層化し、不完全だから即捨てない	"[""SP103-EV-002"", ""SP103-EV-004"", ""SP103-EV-006"", ""SP103-EV-007"", ""SP103-EV-008"", ""SP103-EV-061"", ""SP103-EV-062""]"	protocol/time/confidence/range and H2F provenance guards are explicit	outputs/derived/sp103_owner_feedback_seed_20260823.tsv;outputs/derived/sp103_inference_method_universe.json	各metricのprotocol/time/confidence/rangeが保存され、変換不能と証拠無価値を分離	TRACED_BOUNDED	REQUIRES_SP103_TRACE; no owner verdict captured by SP-103
owner_feedback	SP-021;SP-101 historical calibration	OF-005	2026だけでなく過去の十分な身体データから高信頼アンカーを大量に作る	"[""SP103-EV-003"", ""SP103-EV-006"", ""SP103-EV-007"", ""SP103-EV-008"", ""SP103-EV-026"", ""SP103-EV-044"", ""SP103-EV-056""]"	historical physical-rich assets and denominators are inventoried	outputs/derived/sp103_owner_feedback_seed_20260823.tsv;outputs/derived/sp103_inference_method_universe.json	current100外も含むhistorical physical-rich anchor populationを列挙しcoverageを計測	TRACED_BOUNDED	REQUIRES_SP103_TRACE; no owner verdict captured by SP-103
owner_feedback	SP-022;SP-101 MB-01/02/03/07/16/18	OF-006	データ不足選手はデータ豊富アンカーとの速い/遅い・類似比較で補う	"[""SP103-EV-044"", ""SP103-EV-045"", ""SP103-EV-046"", ""SP103-EV-047"", ""SP103-EV-048"", ""SP103-EV-049"", ""SP103-EV-053"", ""SP103-EV-054"", ""SP103-EV-055"", ""SP103-EV-056"", ""SP103-EV-057"", ""SP103-EV-058"", ""SP103-EV-059"", ""SP103-EV-060""]"	transfer metadata/uncertainty are recorded; final decision-use proof is not claimed	outputs/derived/sp103_owner_feedback_seed_20260823.tsv;outputs/derived/sp103_inference_method_universe.json	各sparse playerに利用可能anchor/transfer route、common support、uncertainty、利用不能理由を明示	REQUIRES_POST_SP103_DECISION_USE	REQUIRES_FINAL_DECISION_USE_PROOF; no owner verdict captured by SP-103
owner_feedback	SP-100;SP-101 MB-18	OF-007	Sprint Speed単独のtop-speed dominanceを避け、加速・短距離差と不確実性を保持する	"[""SP103-EV-001"", ""SP103-EV-003"", ""SP103-EV-004"", ""SP103-EV-007"", ""SP103-EV-008"", ""SP103-EV-055"", ""SP103-EV-062""]"	preflight reports lane availability and route influence; top-speed removal against final appraisal is a follow-up	outputs/derived/sp103_owner_feedback_seed_20260823.tsv;outputs/derived/sp103_inference_method_universe.json	top-speed removal ablationとlane-share/influence監査を最終査定前に実施	TRACED_GAP_RECORDED	REQUIRES_SP103_NEW_QA; no owner verdict captured by SP-103
owner_feedback	SR-023/024/025/026;SP-101	OF-008	MLB The Showは狭い6人/7pairだけでなくMLB昇格経験のある対象者全体へ使える可能性を検討する	"[""SP103-EV-019"", ""SP103-EV-022"", ""SP103-EV-023"", ""SP103-EV-024"", ""SP103-EV-025"", ""SP103-EV-026""]"	all-eligible cohort rows are represented as matched/missing/unresolved in SP-101 assets	outputs/derived/sp103_owner_feedback_seed_20260823.tsv;outputs/derived/sp103_inference_method_universe.json	eligible MLB appearance universeが列挙され、The Show matched/missing/unresolvedが全対象で明示	TRACED_BOUNDED	IMPLEMENTED_NEEDS_FINAL_USE_TRACE; no owner verdict captured by SP-103
owner_feedback	SP-101 MB-04/05/10	OF-009	過去NPB在籍選手、日本人NPB→MLB、外国人MLB→NPB、出戻り、多重移籍をThe Show/MLB比較に使う	"[""SP103-EV-022"", ""SP103-EV-023"", ""SP103-EV-024"", ""SP103-EV-025"", ""SP103-EV-026""]"	transition cohort denominator and temporal guards are recorded	outputs/derived/sp103_owner_feedback_seed_20260823.tsv;outputs/derived/sp103_inference_method_universe.json	各transition cohortがscreened/represented/missingで計測される	TRACED_BOUNDED	IMPLEMENTED_NEEDS_FINAL_USE_TRACE; no owner verdict captured by SP-103
owner_feedback	SR-005;SR-023/024;SP-101 MB-04/06/09	OF-010	The ShowとPowerProの能力推移・時系列変化も利用可能性を検討する	"[""SP103-EV-020"", ""SP103-EV-027"", ""SP103-EV-028""]"	trajectory and update deltas are context only; no current-value copy	outputs/derived/sp103_owner_feedback_seed_20260823.tsv;outputs/derived/sp103_inference_method_universe.json	temporal gap/edition/update/trajectoryを保持し、current値への無制限直変換をしない	TRACED_LOCKED	IMPLEMENTED_NEEDS_FINAL_USE_TRACE; no owner verdict captured by SP-103
owner_feedback	SR-019;SR-022;SR-055;SR-058	OF-011	不完全・古い・時点不明・主観的な方向証拠も慎重に最大限活用する	"[""SP103-EV-002"", ""SP103-EV-006"", ""SP103-EV-007"", ""SP103-EV-008"", ""SP103-EV-034"", ""SP103-EV-035"", ""SP103-EV-040"", ""SP103-EV-058""]"	imperfect directional evidence is range/confidence/downweight or scoped rejection, not silent zero	outputs/derived/sp103_owner_feedback_seed_20260823.tsv;outputs/derived/sp103_inference_method_universe.json	zero-info化を禁止しrange/confidence/downweight又はscoped exclusionを保存	TRACED_BOUNDED	REQUIRES_SP103_TRACE; no owner verdict captured by SP-103
owner_feedback	SR-014/016/019/020/022/052;SP-102	OF-012	SNS、動画、scouting、代走、Community等も物理証拠/文脈として使える範囲を調べる	"[""SP103-EV-031"", ""SP103-EV-033"", ""SP103-EV-034"", ""SP103-EV-035"", ""SP103-EV-036"", ""SP103-EV-037"", ""SP103-EV-041"", ""SP103-EV-042"", ""SP103-EV-043""]"	coverage and decision-use are separately measured; SP-102 negative remains preserved	outputs/derived/sp103_owner_feedback_seed_20260823.tsv;outputs/derived/sp103_inference_method_universe.json	収集coverageとdecision-useを別々に計測し、comment-only high confidenceを禁止	TRACED_BOUNDED	REQUIRES_SP103_TRACE; no owner verdict captured by SP-103
owner_feedback	SR-030/031;SP-101 MB-11	OF-013	年齢・怪我・衰えを時系列補正/文脈に使う	"[""SP103-EV-037"", ""SP103-EV-038"", ""SP103-EV-050"", ""SP103-EV-058""]"	age/injury availability and temporal route gaps are explicit	outputs/derived/sp103_owner_feedback_seed_20260823.tsv;outputs/derived/sp103_inference_method_universe.json	age/injury available/missingと実際のdecision influenceを選手別に記録	TRACED_BOUNDED	REQUIRES_SP103_TRACE; no owner verdict captured by SP-103
owner_feedback	SR-002;SR-008;SR-055	OF-014	走力は50m走そのものではなく野球における足の速さとして査定する	"[""SP103-EV-001"", ""SP103-EV-002"", ""SP103-EV-004"", ""SP103-EV-007"", ""SP103-EV-008"", ""SP103-EV-010"", ""SP103-EV-011"", ""SP103-EV-017""]"	construct decomposed into peak/acceleration/end-to-end/defense and technique context	outputs/derived/sp103_owner_feedback_seed_20260823.tsv;outputs/derived/sp103_inference_method_universe.json	constructをtop speed/acceleration/end-to-end/defensive burstと技術contextに分解し、単一陸上タイムを無制限変換しない	TRACED_LOCKED	REQUIRES_SP103_TRACE; no owner verdict captured by SP-103
owner_feedback	SR-055/057/058;SP-101 MB-18	OF-015	使えるものを過度に切り捨てず、同時に同一情報の二重計上を避ける	"[""SP103-EV-011"", ""SP103-EV-013"", ""SP103-EV-015"", ""SP103-EV-017"", ""SP103-EV-021"", ""SP103-EV-044"", ""SP103-EV-054"", ""SP103-EV-055"", ""SP103-EV-058""]"	independence/double-count groups and route ablation are recorded	outputs/derived/sp103_owner_feedback_seed_20260823.tsv;outputs/derived/sp103_inference_method_universe.json	全evidence familyにindependence/double-count riskとroute-removal ablationを付与	TRACED_BOUNDED	REQUIRES_SP103_TRACE; no owner verdict captured by SP-103
