raw_id,player,measurement_era,metric,value,unit,evidence_class,source_manifest_id,source_tier,canonicality,bank_acceptance_status,rejection_reason,source_url,notes
R00216,小園 海斗,unknown,50M_PROFILE_SECONDS,,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://sports.yahoo.co.jp/column/detail/201607040003-spnavi?p=2,高校時代の紹介値。2016年記事では本人が最速5.9〜6.0秒、2018年記事は5.9秒、2019年記事は5.8秒と表記に幅がある。
R00217,小園 海斗,2016,HP_TO_1B_SECONDS,4.05,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://goetheweb.jp/person/article/20241128-star-kozonokaito,"High-school game home-to-first time includes batting, batted-ball, and game context."
R00218,名原 典彦,unknown,50M_PROFILE_SECONDS,6.2,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://sportiva.shueisha.co.jp/clm/baseball/hs_other/2022/10/02/post_85/?page=2,"High-school manual 50m; measurement year, start rule, and surface are not published."
R00219,名原 典彦,unknown,50M_PROFILE_SECONDS,5.9,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://sportiva.shueisha.co.jp/clm/baseball/hs_other/2022/10/02/post_85/?page=2,"University electronic 50m; start rule, surface, and measurement date are not published."
R00220,矢野 雅哉,unknown,50M_PROFILE_SECONDS,5.9,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://www.nikkansports.com/baseball/news/202208160001089.html,選手紹介で50m5.9秒。測定年・計時方式は記事から特定できない。
R00221,佐藤 輝明,2020,30M_PROFILE_SECONDS,4,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://origin.daily.co.jp/tigers/2020/12/07/0013919463.shtml,30m走4秒00。体格に対して高い瞬発力という文脈だが、その定性評価は能力へ加点しない。
R00222,佐藤 輝明,unknown,50M_PROFILE_SECONDS,6,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://www.sponichi.co.jp/baseball/news/2020/10/26/kiji/20201025s00001728678000c.html,"University profile value; distinct report from the preserved 2020 30m test, but still protocol-unknown."
R00223,小幡 竜平,2018,30M_PROFILE_SECONDS,3.98,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://hochi.news/articles/20181202-OHT1T50237.html,30m走3秒98。
R00224,小幡 竜平,unknown,50M_PROFILE_SECONDS,6.1,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://www.nikkansports.com/baseball/news/201901100000575.html,Post-draft profile value; distinct from the preserved 30m test but protocol-unknown.
R00225,外崎 修汰,2024,HP_TO_1B_SECONDS,4.13,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://pacificleague.com/news/61236,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
R00226,源田 壮亮,2020,HP_TO_1B_SECONDS,3.68,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://sports.yahoo.co.jp/official/detail/202009180094-spnaviow,セーフティ/プッシュバント。通常スイングより0.数秒短くなり得るため走力アンカー禁止。
R00227,源田 壮亮,2021,HP_TO_1B_SECONDS,3.85,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://pacificleague.com/news/32690,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
R00228,源田 壮亮,2021,HP_TO_1B_SECONDS,3.84,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://pacificleague.com/news/32690,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
R00229,源田 壮亮,2021,HP_TO_1B_SECONDS,3.8,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://pacificleague.com/news/32690,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
R00230,源田 壮亮,2024,HP_TO_1B_SECONDS,3.77,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://pacificleague.com/news/61236,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
R00231,滝澤 夏央,unknown,50M_PROFILE_SECONDS,5.8,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://number.bunshun.jp/articles/-/851084?page=1,High-school profile value; timing conditions are unknown.
R00232,ポランコ,2021,T10FT_SECONDS,0.84,seconds,STANDARDIZED_PRIOR,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,SUPERSEDED_BY_LIVE_REVALIDATION_CANONICAL_RECORD,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2021,Official 10ft running split; retain separately from 10m and do not assume NPB+ equivalence.
R00233,ポランコ,2021,T30FT_SECONDS,1.77,seconds,STANDARDIZED_PRIOR,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,SUPERSEDED_BY_LIVE_REVALIDATION_CANONICAL_RECORD,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2021,Official 30ft running split; retain separately from 30m and do not assume NPB+ equivalence.
R00234,ポランコ,2021,T90FT_SECONDS,3.99,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,SUPERSEDED_BY_LIVE_REVALIDATION_CANONICAL_RECORD,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2021,Official direct 90ft value retained as historical profile evidence; year gap exceeds the project's four-year current-use gate.
R00235,ポランコ,2021,MLB_SPRINT_SPEED_FTPS,27.2,ft_per_second,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,SUPERSEDED_BY_LIVE_REVALIDATION_CANONICAL_RECORD,https://baseballsavant.mlb.com/leaderboard/sprint_speed?year=2021&position=&team=&min=10,Official MLB seasonal Sprint Speed; units and public aggregation equivalence with NPB+ are not established.
R00236,安田 尚憲,unknown,50M_PROFILE_SECONDS,6.7,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://www.nikkansports.com/baseball/news/201710250000038.html,High-school profile value; timing conditions are unknown.
R00237,岡 大海,unknown,50M_PROFILE_SECONDS,6.1,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://meisupo.net/news/5690/,High-school profile value; timing conditions are unknown and page date was not reliable.
R00238,佐藤 都志也,unknown,50M_PROFILE_SECONDS,5.9,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://www.sponichi.co.jp/baseball/news/2019/10/25/kiji/20191024s00001173410000c.html,University profile value; timing conditions are unknown.
R00239,山口 航輝,unknown,50M_PROFILE_SECONDS,6.3,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://www.nikkansports.com/baseball/news/201810310000259.html,High-school profile value; timing conditions are unknown.
R00240,藤原 恭大,2023,HP_TO_1B_SECONDS,3.9,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://pacificleague.com/news/50792,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
R00241,藤原 恭大,unknown,50M_PROFILE_SECONDS,5.7,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://www.daily.co.jp/baseball/2017/08/04/0010433505.shtml,"Reported best in repeated 50m training, but timing method and start rule are unknown."
R00242,友杉 篤輝,2022,50M_PROFILE_SECONDS,6.1,seconds,STANDARDIZED_PRIOR,existing_npb_physical_inventory_20260809,C,DUPLICATE_OF_CANONICAL_STANDARDIZED_SOURCE,REJECTED_OR_CONTEXT_ONLY,DUPLICATE_OF_CANONICAL_STANDARDIZED_SOURCE_RECORD,https://www.youtube.com/watch?v=fC8_8iA7Cao,"Shared electronic/photoelectric 50m test is comparable within its cohort, but it is historical and has no validated NPB+ T90 bridge."
R00243,友杉 篤輝,unknown,50M_PROFILE_SECONDS,5.9,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://www.nikkansports.com/baseball/news/202210170000769.html,Profile claim differs from the preserved electronic 6.10 test; same-session status is unknown.
R00244,友杉 篤輝,unknown,HP_TO_1B_SECONDS,3.73,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://4years.asahi.com/article/14723455,Reported home-to-first is not a controlled sprint test.
R00245,髙部 瑛斗,unknown,50M_PROFILE_SECONDS,5.8,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://www.tv-tokyo.co.jp/sports/articles/2022/03/022229.html,Profile value; measurement date and conditions are not published.
R00246,カリステ,2017,T10FT_SECONDS,0.87,seconds,STANDARDIZED_PRIOR,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,SUPERSEDED_BY_LIVE_REVALIDATION_CANONICAL_RECORD,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2017,Official 10ft running split; retain separately from 10m and do not assume NPB+ equivalence.
R00247,カリステ,2017,T30FT_SECONDS,1.82,seconds,STANDARDIZED_PRIOR,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,SUPERSEDED_BY_LIVE_REVALIDATION_CANONICAL_RECORD,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2017,Official 30ft running split; retain separately from 30m and do not assume NPB+ equivalence.
R00248,カリステ,2017,T90FT_SECONDS,3.94,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,SUPERSEDED_BY_LIVE_REVALIDATION_CANONICAL_RECORD,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2017,Official direct 90ft value retained as historical profile evidence; year gap exceeds the project's four-year current-use gate.
R00249,カリステ,2017,MLB_SPRINT_SPEED_FTPS,29.3,ft_per_second,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,SUPERSEDED_BY_LIVE_REVALIDATION_CANONICAL_RECORD,https://baseballsavant.mlb.com/leaderboard/sprint_speed?year=2017&position=&team=&min=10,Official MLB seasonal Sprint Speed; units and public aggregation equivalence with NPB+ are not established.
R00250,岡林 勇希,2019,50M_PROFILE_SECONDS,5.8,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://www.nikkansports.com/baseball/news/201910290000658.html,"High-school profile value; timing, start, and surface are unknown."
R00251,細川 成也,unknown,50M_PROFILE_SECONDS,6.2,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://baseballking.jp/ns/134127/,高卒新人期の紹介で50m6.2秒。測定年・計時方式は特定できない。
R00252,大島 洋平,2007,HP_TO_1B_SECONDS,3.96,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://goetheweb.jp/person/article/20230907-yohei-oshima,University-game home-to-first time includes batting and game conditions.
R00253,大島 洋平,2007,HP_TO_1B_SECONDS,3.79,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://goetheweb.jp/person/article/20230907-yohei-oshima,Bunt and early-start advantage make this contextual only.
R00254,田中 幹也,unknown,50M_PROFILE_SECONDS,5.9,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://www.nikkansports.com/baseball/news/202210310000557.html,University draft profile value; timing conditions are unknown.
R00255,サンタナ,2020,T10FT_SECONDS,0.91,seconds,STANDARDIZED_PRIOR,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,SUPERSEDED_BY_LIVE_REVALIDATION_CANONICAL_RECORD,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2020,Official 10ft running split; retain separately from 10m and do not assume NPB+ equivalence.
R00256,サンタナ,2020,T30FT_SECONDS,1.87,seconds,STANDARDIZED_PRIOR,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,SUPERSEDED_BY_LIVE_REVALIDATION_CANONICAL_RECORD,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2020,Official 30ft running split; retain separately from 30m and do not assume NPB+ equivalence.
R00257,サンタナ,2020,T90FT_SECONDS,4.13,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,SUPERSEDED_BY_LIVE_REVALIDATION_CANONICAL_RECORD,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2020,Official direct 90ft value retained as historical profile evidence; year gap exceeds the project's four-year current-use gate.
R00258,サンタナ,2020,MLB_SPRINT_SPEED_FTPS,26.9,ft_per_second,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,SUPERSEDED_BY_LIVE_REVALIDATION_CANONICAL_RECORD,https://baseballsavant.mlb.com/leaderboard/sprint_speed?year=2020&position=&team=&min=10,Official MLB seasonal Sprint Speed; units and public aggregation equivalence with NPB+ are not established.
R00259,塩見 泰隆,2018,30M_PROFILE_SECONDS,3.85,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://www.daily.co.jp/baseball/2018/01/17/0010903502.shtml,30m走3秒85。記事は山田哲人のチームベスト3秒80にも言及。
R00260,塩見 泰隆,unknown,HP_TO_1B_SECONDS,4.15,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://number.bunshun.jp/articles/-/833298?page=2,In-game home-to-first time; batted-ball and start conditions are part of the value.
R00261,塩見 泰隆,unknown,HP_TO_1B_SECONDS,4.26,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://number.bunshun.jp/articles/-/833298?page=2,In-game home-to-first time; batted-ball and start conditions are part of the value.
R00262,丸山 和郁,unknown,50M_PROFILE_SECONDS,5.8,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://4years.asahi.com/article/12432940,University profile value; test protocol is unknown.
R00263,丸山 和郁,unknown,HP_TO_1B_SECONDS,3.8,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://4years.asahi.com/article/12432940,"Home-to-first after batting is contextual, not a pure sprint test."
R00264,並木 秀尊,2019,50M_PROFILE_SECONDS,5.32,seconds,REJECTED_FOR_SPEED,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_UNSTANDARDIZED_OR_CONTEXTUAL_INVENTORY_RECORD,https://www.nikkansports.com/baseball/news/202306230001335.html,大学日本代表候補合宿。1歩目を踏み出してから計測開始する変則ルール。
R00265,並木 秀尊,2022,50M_PROFILE_SECONDS,6.06,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://www.nikkansports.com/baseball/news/202306230001335.html,超プロ野球ULTRA収録で計測。記事では通常の50m走として紹介されるが、光電管・スタート規則等は不明。
R00266,並木 秀尊,unknown,HP_TO_1B_SECONDS,3.96,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://number.bunshun.jp/articles/-/846891?page=2,"University-game home-to-first time, not a pure sprint test."
R00267,村林 一輝,2015,50M_PROFILE_SECONDS,6.2,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://column.sp.baseball.findfriends.jp/?id=055-20151207-01&pid=column_detail,高校時代のドラフト紹介。50m6.2秒・遠投110m。
R00268,吉川 尚輝,unknown,50M_PROFILE_SECONDS,5.7,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://www.nikkansports.com/baseball/news/1738288.html,University profile value; test protocol is unknown.
R00269,吉川 尚輝,2016,HP_TO_1B_SECONDS,4.36,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://www.nikkansports.com/baseball/news/1658951.html,First-base passage on a triple is not a controlled short-distance sprint.
R00270,吉川 尚輝,2016,HP_TO_1B_SECONDS,3.97,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://www.nikkansports.com/baseball/news/1658951.html,"Home-to-first after a ground ball is contextual, not a pure sprint test."
R00271,松本 剛,2022,HP_TO_1B_SECONDS,3.94,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://pacificleague.com/news/41022,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
R00272,栗原 陵矢,unknown,50M_PROFILE_SECONDS,6,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,D,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://draft-repo.com/blog-entry-2032.html,"Low-tier reprint, kept as historical hint only."
R00273,山川 穂高,unknown,50M_PROFILE_SECONDS,6.2,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,D,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://draft-repo.com/blog-entry-1559.html,Low-tier profile value; page date was unreliable and protocol is unknown.
R00274,周東 佑京,2020,HP_TO_1B_SECONDS,3.69,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://sports.yahoo.co.jp/official/detail/202009180094-spnaviow,セーフティ/プッシュバント。通常スイングより0.数秒短くなり得るため走力アンカー禁止。
R00275,周東 佑京,2020,HP_TO_1B_SECONDS,3.5,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://sports.yahoo.co.jp/official/detail/202009180094-spnaviow,セーフティ/プッシュバント。通常スイングより0.数秒短くなり得るため走力アンカー禁止。
R00276,周東 佑京,2023,HP_TO_1B_SECONDS,3.83,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://pacificleague.com/news/50792,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
R00277,周東 佑京,2023,HP_TO_1B_SECONDS,3.77,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://pacificleague.com/news/50792,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
R00278,周東 佑京,2024,HP_TO_1B_SECONDS,3.81,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://pacificleague.com/news/61236,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
R00279,周東 佑京,2024,HP_TO_1B_SECONDS,3.8,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://pacificleague.com/news/61236,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
