lane_id	lane_label	region_or_league	topic_code	topic_family	status	query_formulations	searched_domains_source_families	year_coverage	retained_events	negative_search_result	second_pass_discovery_result	closure_reason	reason_if_not_applicable_or_blocked	source_quality_note	wave2_notes
MLB	MLB	North America	Q	rare structural events	SEARCHED_SATURATED	MLB rare structural events historical mechanism rule labor expansion || MLB rare structural events official archive history 1900-2026 source-families=mlb.com;MLBPA;official MLB rules/CBA/history || second-pass MLB rare structural events failure reversal negative result	mlb.com;MLBPA;official MLB rules/CBA/history	1900-2026	PNN-011;PNN-016;PNN-041;PNN-045;PNN-046;PNN-051;PNN-058;PNN-059;PNW2-022;PNW2-024;PNW2-025;PNW2-026;PNW2-027;PNW2-028;PNW2-029;PNW2-033;PNW2-043	No materially distinct mechanism beyond existing PW/open domains was retained after the second pass.	Second pass retained PNN-011,PNN-016,PNN-041,PNN-045,PNN-046,PNN-051,PNN-058,PNN-059,PNW2-022,PNW2-024,PNW2-025,PNW2-026,PNW2-027,PNW2-028,PNW2-029,PNW2-033,PNW2-043 as evidence.	Two formulation families plus source checking reached bounded saturation; later archival discoveries remain admissible.		Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
MLB_MILB	MLB/MiLB	North America	A	rules / on-field environment	SEARCHED_NEEDS_MORE	MLB MiLB farm affiliate rules / on-field environment development history || MLB/MiLB rules / on-field environment official archive history 1920-2026 source-families=MLB.com;MiLB.com;official player-development/affiliate pages || second-pass MLB/MiLB rules / on-field environment failure reversal negative result	MLB.com;MiLB.com;official player-development/affiliate pages	1920-2026	PNN-010;PNN-019;PNN-031	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNN-010,PNN-019,PNN-031 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
MLB_MILB	MLB/MiLB	North America	B	draft / amateur acquisition	SEARCHED_SATURATED	MLB MiLB farm affiliate draft / amateur acquisition development history || MLB/MiLB draft / amateur acquisition official archive history 1920-2026 source-families=MLB.com;MiLB.com;official player-development/affiliate pages || second-pass MLB/MiLB draft / amateur acquisition failure reversal negative result	MLB.com;MiLB.com;official player-development/affiliate pages	1920-2026	PNW2-019	No materially distinct mechanism beyond existing PW/open domains was retained after the second pass.	Second pass retained PNW2-019 as evidence.	Two formulation families plus source checking reached bounded saturation; later archival discoveries remain admissible.		Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
MLB_MILB	MLB/MiLB	North America	C	contracts / FA / player movement	SEARCHED_NEEDS_MORE	MLB MiLB farm affiliate contracts / FA / player movement development history || MLB/MiLB contracts / FA / player movement official archive history 1920-2026 source-families=MLB.com;MiLB.com;official player-development/affiliate pages || second-pass MLB/MiLB contracts / FA / player movement failure reversal negative result	MLB.com;MiLB.com;official player-development/affiliate pages	1920-2026	-	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	No high-confidence distinct event retained.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
MLB_MILB	MLB/MiLB	North America	D	organization / roster / competitive balance	SEARCHED_NEEDS_MORE	MLB MiLB farm affiliate organization / roster / competitive balance development history || MLB/MiLB organization / roster / competitive balance official archive history 1920-2026 source-families=MLB.com;MiLB.com;official player-development/affiliate pages || second-pass MLB/MiLB organization / roster / competitive balance failure reversal negative result	MLB.com;MiLB.com;official player-development/affiliate pages	1920-2026	PNN-005;PNN-031;PNW2-003;PNW2-008;PNW2-017;PNW2-018;PNW2-019;PNW2-025;PNW2-026	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNN-005,PNN-031,PNW2-003,PNW2-008,PNW2-017,PNW2-018,PNW2-019,PNW2-025,PNW2-026 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
MLB_MILB	MLB/MiLB	North America	E	player development	SEARCHED_SATURATED	MLB MiLB farm affiliate player development development history || MLB/MiLB player development official archive history 1920-2026 source-families=MLB.com;MiLB.com;official player-development/affiliate pages || second-pass MLB/MiLB player development failure reversal negative result	MLB.com;MiLB.com;official player-development/affiliate pages	1920-2026	PNN-005;PNN-015;PNW2-003;PNW2-008;PNW2-010;PNW2-011;PNW2-016;PNW2-017;PNW2-018;PNW2-019;PNW2-025;PNW2-026;PNW2-033	No materially distinct mechanism beyond existing PW/open domains was retained after the second pass.	Second pass retained PNN-005,PNN-015,PNW2-003,PNW2-008,PNW2-010,PNW2-011,PNW2-016,PNW2-017,PNW2-018,PNW2-019,PNW2-025,PNW2-026,PNW2-033 as evidence.	Two formulation families plus source checking reached bounded saturation; later archival discoveries remain admissible.		Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
MLB_MILB	MLB/MiLB	North America	F	scouting / analytics / AI / technology	SEARCHED_SATURATED	MLB MiLB farm affiliate scouting / analytics / AI / technology development history || MLB/MiLB scouting / analytics / AI / technology official archive history 1920-2026 source-families=MLB.com;MiLB.com;official player-development/affiliate pages || second-pass MLB/MiLB scouting / analytics / AI / technology failure reversal negative result	MLB.com;MiLB.com;official player-development/affiliate pages	1920-2026	PNN-010;PNN-019;PNW2-011	No materially distinct mechanism beyond existing PW/open domains was retained after the second pass.	Second pass retained PNN-010,PNN-019,PNW2-011 as evidence.	Two formulation families plus source checking reached bounded saturation; later archival discoveries remain admissible.		Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
MLB_MILB	MLB/MiLB	North America	G	staff / culture / organizational knowledge	SEARCHED_SATURATED	MLB MiLB farm affiliate staff / culture / organizational knowledge development history || MLB/MiLB staff / culture / organizational knowledge official archive history 1920-2026 source-families=MLB.com;MiLB.com;official player-development/affiliate pages || second-pass MLB/MiLB staff / culture / organizational knowledge failure reversal negative result	MLB.com;MiLB.com;official player-development/affiliate pages	1920-2026	PNW2-003;PNW2-011;PNW2-025;PNW2-026	No materially distinct mechanism beyond existing PW/open domains was retained after the second pass.	Second pass retained PNW2-003,PNW2-011,PNW2-025,PNW2-026 as evidence.	Two formulation families plus source checking reached bounded saturation; later archival discoveries remain admissible.		Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
MLB_MILB	MLB/MiLB	North America	H	opponent research / adaptation	SEARCHED_NEEDS_MORE	MLB MiLB farm affiliate opponent research / adaptation development history || MLB/MiLB opponent research / adaptation official archive history 1920-2026 source-families=MLB.com;MiLB.com;official player-development/affiliate pages || second-pass MLB/MiLB opponent research / adaptation failure reversal negative result	MLB.com;MiLB.com;official player-development/affiliate pages	1920-2026	PNN-010	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNN-010 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
MLB_MILB	MLB/MiLB	North America	I	player identity / psychology / agency	SEARCHED_NEEDS_MORE	MLB MiLB farm affiliate player identity / psychology / agency development history || MLB/MiLB player identity / psychology / agency official archive history 1920-2026 source-families=MLB.com;MiLB.com;official player-development/affiliate pages || second-pass MLB/MiLB player identity / psychology / agency failure reversal negative result	MLB.com;MiLB.com;official player-development/affiliate pages	1920-2026	PNW2-026	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNW2-026 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
MLB_MILB	MLB/MiLB	North America	J	injury / fatigue / health	SEARCHED_NEEDS_MORE	MLB MiLB farm affiliate injury / fatigue / health development history || MLB/MiLB injury / fatigue / health official archive history 1920-2026 source-families=MLB.com;MiLB.com;official player-development/affiliate pages || second-pass MLB/MiLB injury / fatigue / health failure reversal negative result	MLB.com;MiLB.com;official player-development/affiliate pages	1920-2026	-	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	No high-confidence distinct event retained.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
MLB_MILB	MLB/MiLB	North America	K	business / fans / media / stadiums	SEARCHED_NEEDS_MORE	MLB MiLB farm affiliate business / fans / media / stadiums development history || MLB/MiLB business / fans / media / stadiums official archive history 1920-2026 source-families=MLB.com;MiLB.com;official player-development/affiliate pages || second-pass MLB/MiLB business / fans / media / stadiums failure reversal negative result	MLB.com;MiLB.com;official player-development/affiliate pages	1920-2026	PNW2-010;PNW2-016;PNW2-017;PNW2-018	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNW2-010,PNW2-016,PNW2-017,PNW2-018 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
MLB_MILB	MLB/MiLB	North America	L	governance / labor / player associations	SEARCHED_NEEDS_MORE	MLB MiLB farm affiliate governance / labor / player associations development history || MLB/MiLB governance / labor / player associations official archive history 1920-2026 source-families=MLB.com;MiLB.com;official player-development/affiliate pages || second-pass MLB/MiLB governance / labor / player associations failure reversal negative result	MLB.com;MiLB.com;official player-development/affiliate pages	1920-2026	PNW2-018	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNW2-018 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
MLB_MILB	MLB/MiLB	North America	M	integrity / scandals / enforcement	SEARCHED_NEEDS_MORE	MLB MiLB farm affiliate integrity / scandals / enforcement development history || MLB/MiLB integrity / scandals / enforcement official archive history 1920-2026 source-families=MLB.com;MiLB.com;official player-development/affiliate pages || second-pass MLB/MiLB integrity / scandals / enforcement failure reversal negative result	MLB.com;MiLB.com;official player-development/affiliate pages	1920-2026	-	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	No high-confidence distinct event retained.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
MLB_MILB	MLB/MiLB	North America	N	global development	SEARCHED_NEEDS_MORE	MLB MiLB farm affiliate global development development history || MLB/MiLB global development official archive history 1920-2026 source-families=MLB.com;MiLB.com;official player-development/affiliate pages || second-pass MLB/MiLB global development failure reversal negative result	MLB.com;MiLB.com;official player-development/affiliate pages	1920-2026	PNN-005;PNN-015;PNW2-011;PNW2-019;PNW2-033	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNN-005,PNN-015,PNW2-011,PNW2-019,PNW2-033 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
MLB_MILB	MLB/MiLB	North America	O	country-specific systems	SEARCHED_NEEDS_MORE	MLB MiLB farm affiliate country-specific systems development history || MLB/MiLB country-specific systems official archive history 1920-2026 source-families=MLB.com;MiLB.com;official player-development/affiliate pages || second-pass MLB/MiLB country-specific systems failure reversal negative result	MLB.com;MiLB.com;official player-development/affiliate pages	1920-2026	PNW2-033	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNW2-033 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
MLB_MILB	MLB/MiLB	North America	P	tournaments / all-star	SEARCHED_NEEDS_MORE	MLB MiLB farm affiliate tournaments / all-star development history || MLB/MiLB tournaments / all-star official archive history 1920-2026 source-families=MLB.com;MiLB.com;official player-development/affiliate pages || second-pass MLB/MiLB tournaments / all-star failure reversal negative result	MLB.com;MiLB.com;official player-development/affiliate pages	1920-2026	-	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	No high-confidence distinct event retained.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
MLB_MILB	MLB/MiLB	North America	Q	rare structural events	SEARCHED_NEEDS_MORE	MLB MiLB farm affiliate rare structural events development history || MLB/MiLB rare structural events official archive history 1920-2026 source-families=MLB.com;MiLB.com;official player-development/affiliate pages || second-pass MLB/MiLB rare structural events failure reversal negative result	MLB.com;MiLB.com;official player-development/affiliate pages	1920-2026	PNW2-003;PNW2-008;PNW2-010;PNW2-016;PNW2-025;PNW2-026;PNW2-033	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNW2-003,PNW2-008,PNW2-010,PNW2-016,PNW2-025,PNW2-026,PNW2-033 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NCAA_US_COLLEGE	NCAA / US college baseball	North America	A	rules / on-field environment	SEARCHED_NEEDS_MORE	NCAA college baseball rules / on-field environment eligibility NIL transfer draft || NCAA / US college baseball rules / on-field environment official archive history 1990-2026 source-families=ncaa.org;USA Baseball;official college league pages;Cape Cod || second-pass NCAA / US college baseball rules / on-field environment failure reversal negative result	ncaa.org;USA Baseball;official college league pages;Cape Cod	1990-2026	-	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	No high-confidence distinct event retained.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NCAA_US_COLLEGE	NCAA / US college baseball	North America	B	draft / amateur acquisition	SEARCHED_SATURATED	NCAA college baseball draft / amateur acquisition eligibility NIL transfer draft || NCAA / US college baseball draft / amateur acquisition official archive history 1990-2026 source-families=ncaa.org;USA Baseball;official college league pages;Cape Cod || second-pass NCAA / US college baseball draft / amateur acquisition failure reversal negative result	ncaa.org;USA Baseball;official college league pages;Cape Cod	1990-2026	PNW2-021;PNW2-042	No materially distinct mechanism beyond existing PW/open domains was retained after the second pass.	Second pass retained PNW2-021,PNW2-042 as evidence.	Two formulation families plus source checking reached bounded saturation; later archival discoveries remain admissible.		Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NCAA_US_COLLEGE	NCAA / US college baseball	North America	C	contracts / FA / player movement	SEARCHED_NEEDS_MORE	NCAA college baseball contracts / FA / player movement eligibility NIL transfer draft || NCAA / US college baseball contracts / FA / player movement official archive history 1990-2026 source-families=ncaa.org;USA Baseball;official college league pages;Cape Cod || second-pass NCAA / US college baseball contracts / FA / player movement failure reversal negative result	ncaa.org;USA Baseball;official college league pages;Cape Cod	1990-2026	PNW2-021	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNW2-021 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NCAA_US_COLLEGE	NCAA / US college baseball	North America	D	organization / roster / competitive balance	SEARCHED_NEEDS_MORE	NCAA college baseball organization / roster / competitive balance eligibility NIL transfer draft || NCAA / US college baseball organization / roster / competitive balance official archive history 1990-2026 source-families=ncaa.org;USA Baseball;official college league pages;Cape Cod || second-pass NCAA / US college baseball organization / roster / competitive balance failure reversal negative result	ncaa.org;USA Baseball;official college league pages;Cape Cod	1990-2026	-	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	No high-confidence distinct event retained.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NCAA_US_COLLEGE	NCAA / US college baseball	North America	E	player development	SEARCHED_SATURATED	NCAA college baseball player development eligibility NIL transfer draft || NCAA / US college baseball player development official archive history 1990-2026 source-families=ncaa.org;USA Baseball;official college league pages;Cape Cod || second-pass NCAA / US college baseball player development failure reversal negative result	ncaa.org;USA Baseball;official college league pages;Cape Cod	1990-2026	PNW2-042	No materially distinct mechanism beyond existing PW/open domains was retained after the second pass.	Second pass retained PNW2-042 as evidence.	Two formulation families plus source checking reached bounded saturation; later archival discoveries remain admissible.		Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NCAA_US_COLLEGE	NCAA / US college baseball	North America	F	scouting / analytics / AI / technology	SEARCHED_SATURATED	NCAA college baseball scouting / analytics / AI / technology eligibility NIL transfer draft || NCAA / US college baseball scouting / analytics / AI / technology official archive history 1990-2026 source-families=ncaa.org;USA Baseball;official college league pages;Cape Cod || second-pass NCAA / US college baseball scouting / analytics / AI / technology failure reversal negative result	ncaa.org;USA Baseball;official college league pages;Cape Cod	1990-2026	-	No materially distinct mechanism beyond existing PW/open domains was retained after the second pass.	Duplicate/descriptive/low-value results only.	Two formulation families plus source checking reached bounded saturation; later archival discoveries remain admissible.		Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NCAA_US_COLLEGE	NCAA / US college baseball	North America	G	staff / culture / organizational knowledge	SEARCHED_NEEDS_MORE	NCAA college baseball staff / culture / organizational knowledge eligibility NIL transfer draft || NCAA / US college baseball staff / culture / organizational knowledge official archive history 1990-2026 source-families=ncaa.org;USA Baseball;official college league pages;Cape Cod || second-pass NCAA / US college baseball staff / culture / organizational knowledge failure reversal negative result	ncaa.org;USA Baseball;official college league pages;Cape Cod	1990-2026	PNW2-042	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNW2-042 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NCAA_US_COLLEGE	NCAA / US college baseball	North America	H	opponent research / adaptation	SEARCHED_NEEDS_MORE	NCAA college baseball opponent research / adaptation eligibility NIL transfer draft || NCAA / US college baseball opponent research / adaptation official archive history 1990-2026 source-families=ncaa.org;USA Baseball;official college league pages;Cape Cod || second-pass NCAA / US college baseball opponent research / adaptation failure reversal negative result	ncaa.org;USA Baseball;official college league pages;Cape Cod	1990-2026	-	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	No high-confidence distinct event retained.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NCAA_US_COLLEGE	NCAA / US college baseball	North America	I	player identity / psychology / agency	SEARCHED_SATURATED	NCAA college baseball player identity / psychology / agency eligibility NIL transfer draft || NCAA / US college baseball player identity / psychology / agency official archive history 1990-2026 source-families=ncaa.org;USA Baseball;official college league pages;Cape Cod || second-pass NCAA / US college baseball player identity / psychology / agency failure reversal negative result	ncaa.org;USA Baseball;official college league pages;Cape Cod	1990-2026	PNW2-021	No materially distinct mechanism beyond existing PW/open domains was retained after the second pass.	Second pass retained PNW2-021 as evidence.	Two formulation families plus source checking reached bounded saturation; later archival discoveries remain admissible.		Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NCAA_US_COLLEGE	NCAA / US college baseball	North America	J	injury / fatigue / health	SEARCHED_NEEDS_MORE	NCAA college baseball injury / fatigue / health eligibility NIL transfer draft || NCAA / US college baseball injury / fatigue / health official archive history 1990-2026 source-families=ncaa.org;USA Baseball;official college league pages;Cape Cod || second-pass NCAA / US college baseball injury / fatigue / health failure reversal negative result	ncaa.org;USA Baseball;official college league pages;Cape Cod	1990-2026	-	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	No high-confidence distinct event retained.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NCAA_US_COLLEGE	NCAA / US college baseball	North America	K	business / fans / media / stadiums	SEARCHED_NEEDS_MORE	NCAA college baseball business / fans / media / stadiums eligibility NIL transfer draft || NCAA / US college baseball business / fans / media / stadiums official archive history 1990-2026 source-families=ncaa.org;USA Baseball;official college league pages;Cape Cod || second-pass NCAA / US college baseball business / fans / media / stadiums failure reversal negative result	ncaa.org;USA Baseball;official college league pages;Cape Cod	1990-2026	-	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	No high-confidence distinct event retained.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NCAA_US_COLLEGE	NCAA / US college baseball	North America	L	governance / labor / player associations	SEARCHED_NEEDS_MORE	NCAA college baseball governance / labor / player associations eligibility NIL transfer draft || NCAA / US college baseball governance / labor / player associations official archive history 1990-2026 source-families=ncaa.org;USA Baseball;official college league pages;Cape Cod || second-pass NCAA / US college baseball governance / labor / player associations failure reversal negative result	ncaa.org;USA Baseball;official college league pages;Cape Cod	1990-2026	PNW2-021	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNW2-021 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NCAA_US_COLLEGE	NCAA / US college baseball	North America	M	integrity / scandals / enforcement	SEARCHED_NEEDS_MORE	NCAA college baseball integrity / scandals / enforcement eligibility NIL transfer draft || NCAA / US college baseball integrity / scandals / enforcement official archive history 1990-2026 source-families=ncaa.org;USA Baseball;official college league pages;Cape Cod || second-pass NCAA / US college baseball integrity / scandals / enforcement failure reversal negative result	ncaa.org;USA Baseball;official college league pages;Cape Cod	1990-2026	-	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	No high-confidence distinct event retained.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NCAA_US_COLLEGE	NCAA / US college baseball	North America	N	global development	SEARCHED_NEEDS_MORE	NCAA college baseball global development eligibility NIL transfer draft || NCAA / US college baseball global development official archive history 1990-2026 source-families=ncaa.org;USA Baseball;official college league pages;Cape Cod || second-pass NCAA / US college baseball global development failure reversal negative result	ncaa.org;USA Baseball;official college league pages;Cape Cod	1990-2026	PNW2-042	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNW2-042 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NCAA_US_COLLEGE	NCAA / US college baseball	North America	O	country-specific systems	SEARCHED_NEEDS_MORE	NCAA college baseball country-specific systems eligibility NIL transfer draft || NCAA / US college baseball country-specific systems official archive history 1990-2026 source-families=ncaa.org;USA Baseball;official college league pages;Cape Cod || second-pass NCAA / US college baseball country-specific systems failure reversal negative result	ncaa.org;USA Baseball;official college league pages;Cape Cod	1990-2026	-	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	No high-confidence distinct event retained.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NCAA_US_COLLEGE	NCAA / US college baseball	North America	P	tournaments / all-star	SEARCHED_NEEDS_MORE	NCAA college baseball tournaments / all-star eligibility NIL transfer draft || NCAA / US college baseball tournaments / all-star official archive history 1990-2026 source-families=ncaa.org;USA Baseball;official college league pages;Cape Cod || second-pass NCAA / US college baseball tournaments / all-star failure reversal negative result	ncaa.org;USA Baseball;official college league pages;Cape Cod	1990-2026	-	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	No high-confidence distinct event retained.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NCAA_US_COLLEGE	NCAA / US college baseball	North America	Q	rare structural events	SEARCHED_NEEDS_MORE	NCAA college baseball rare structural events eligibility NIL transfer draft || NCAA / US college baseball rare structural events official archive history 1990-2026 source-families=ncaa.org;USA Baseball;official college league pages;Cape Cod || second-pass NCAA / US college baseball rare structural events failure reversal negative result	ncaa.org;USA Baseball;official college league pages;Cape Cod	1990-2026	-	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	No high-confidence distinct event retained.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
US_PRIVATE_DEVELOPMENT	US private development ecosystem	North America	A	rules / on-field environment	SEARCHED_NEEDS_MORE	US baseball private development showcase summer league rules / on-field environment || US private development ecosystem rules / on-field environment official archive history 1920-2026 source-families=Cape Cod;MLB Draft League;PDP;showcase pages || second-pass US private development ecosystem rules / on-field environment failure reversal negative result	Cape Cod;MLB Draft League;PDP;showcase pages	1920-2026	-	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	No high-confidence distinct event retained.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
US_PRIVATE_DEVELOPMENT	US private development ecosystem	North America	B	draft / amateur acquisition	SEARCHED_SATURATED	US baseball private development showcase summer league draft / amateur acquisition || US private development ecosystem draft / amateur acquisition official archive history 1920-2026 source-families=Cape Cod;MLB Draft League;PDP;showcase pages || second-pass US private development ecosystem draft / amateur acquisition failure reversal negative result	Cape Cod;MLB Draft League;PDP;showcase pages	1920-2026	PNW2-019;PNW2-020;PNW2-042	No materially distinct mechanism beyond existing PW/open domains was retained after the second pass.	Second pass retained PNW2-019,PNW2-020,PNW2-042 as evidence.	Two formulation families plus source checking reached bounded saturation; later archival discoveries remain admissible.		Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
US_PRIVATE_DEVELOPMENT	US private development ecosystem	North America	C	contracts / FA / player movement	SEARCHED_NEEDS_MORE	US baseball private development showcase summer league contracts / FA / player movement || US private development ecosystem contracts / FA / player movement official archive history 1920-2026 source-families=Cape Cod;MLB Draft League;PDP;showcase pages || second-pass US private development ecosystem contracts / FA / player movement failure reversal negative result	Cape Cod;MLB Draft League;PDP;showcase pages	1920-2026	-	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	No high-confidence distinct event retained.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
